"","fb_data9.message"
"615","#89863번째울림
2017. 06. 09. 오전
<사랑>
남자분들 평소에 약간 관심있던 여자가 적극적으로 대시하면 정이 떨어지기도 하나요?ㅜㅜ"
"616","#89850번째울림
2017. 06. 09. 오전
<사랑>
궁금한게 있어요!
누가봐도 쓰레기인 남친/여친과 만남을 계속 이어나가는 분들에게 궁금한게 있어요.
왜 그 만남을 유지하는 건지 궁금해요.  연애라는 게 서로 좋아서 행복해지려고 하는 거 아닌가요? 이미 쓰레기 짓을 한다는 것부터 상대방은 나를 좋아하지 않는것 아닌가요? 그럼 일방적인 사랑을 하는 것인데, 짝사랑인게 되어 버리잖아요. 왜 굳이 힘들어 하면서 연애를 이어나가려는 건가요?? 데이트 폭력이든, 바람이든, 복잡한 이성문제라든지... 아는 후배도 딱 그런 케이스여서 물어 봤는데 뭐 그 남자 아니면 나를 좋아해줄 사람이 없을거 같다, 이미 너무 서로에게 익숙해졌다, 뭐 다른 남자 만나도 나에게 잘해주지 않을거 같다는 둥 저로써는 이해가 가지않는 이유를 말해주네요.... 왜.... 굳이 헤어지지 않고 만남을 이어가는 걸까요?"
"617","#89841번째울림
2017. 06. 09. 오전
<질문/건의/의견>
연애혁명 이번 에피소드 있잖아요!
왕자림 입장에 공감하는 분 계시나요?
저는 왜 자림이가 그렇게 말하는지 알겠는데 댓글에는 다들 자림이 욕 밖에 없어서요ㅠ
자림이 입장에선 최한별이 아주 어렸을 때 엄청 친했고 서로의 어머니까지도 아는 그런 사이였다가 엇갈리면서 연락 끊긴거였고, 우연히 다시 만났으면 당연히 한별이가 어떻게 지내왔는지 궁금해할 것 같아요! 그리고 또 한별이가 공주영한테 했던 말들이나 행동을 자림이는 모르니까 공주영이 괜히 그런다고 생각할 수도 있을 것 같구요! 
주영이 입장에서는 당연히 짜증날만한 상황이기도 하지만요ㅋㅋㅋ
그냥 다른 분들 어떻게 생각하시는지 궁금해서요ㅎ0ㅎ"
"618","#89818번째울림
2017. 06. 08. 오후
<게임>
 힐러야, 힐러를 안지킨다고 나무라기 전에 상대 힐러랑 1대1하고 있는 너의 포지션을 생각해주길 바래. 거기까지 간것도 용하다 진짜"
"619","#89770번째울림
2017. 06. 08. 오전
<학교>
다음학기는 진짜 휴학할거에요
계획없는 휴학 시간낭비고 뭐고 좀 그냥 쉬고싶다 
이번 학기 인간관계부터 시작해서 연애 돈 공부 팀플 미래에 대한 걱정 뭐하나 안힘든게 없어요 
현재상태 남자친구랑 권태기 + 과제때매 시험공부 1도못함 + 알바잘려서 텅장 + 발암팀플(지금도 팀플과제하다 새벽3시)
진짜 다음학기는 휴학이에요 저 말리지마요.....ㅠㅠ"
"620","#89748번째울림
2017. 06. 07. 오후
<사랑>
어쩌자고 너를 만났을까.
어쩌다가 사랑을 하게 되었을까.

노래 가사같은 진부한 말들을 믿지 않았다.
흔해 빠진 사랑이야기도 나와는 맞지 않는다 느꼈다.

사랑은 나도 모르는 새, 가슴 속에서 스멀스멀 피어오르는 것이라 생각했다.
너를 만나자, 나는 너를 사랑하지 않을 수 없었다.
누군가 나를 들어올려 사랑이라는 풀장 속에 던져버렸으니.

나보다 더 나를 아끼는 너를 만날 줄이야.

그런 너를 실망시키는 것은 너무나 두려운 일이다.
너에게 좋은 모습만 보여주고 싶다.
너에게 좋은 사람이 되고 싶다.
내 얼굴에 닿는 너의 눈빛이 지금과 변함이 없도록.

너의 체취가 좋다.
나는 자주 너를 들이쉰다.
너에게 달라진 것은 분명 없는데 너의 향기는 날이 갈 수록 짙어진다.
너의 품에서 숨을 쉬는 동안 바깥의 것들은 아득하기만 하다.

너는 나의 청춘에 빛을 심어준다.
네가 선물한 빛조각들로 하늘을 채우니 너는 나를 둘러싼 세상이 되었다."
"621","#89742번째울림
2017. 06. 07. 오후
<사는얘기>
오타와 두서 없는 글이 불편하신 분들은 넘어가 주세요

제작년인가 작년인가 벌써 부모님이 이혼하신지 1년이 넘었다. 고등학교때부터 이젠 혼자할 수 있으니 나 때문에 아직도 이혼하지 않은거라는 말은 하지말고 제발 이혼해달라고 간절히 부탁했다. 엄마와 떨어져 살기 시작하고부터 몸이 줄곳 안좋아지고 이주에 한번씩 질염에 시달리고 그 흔한 감기는 매번 걸려서 몇달을 이어가고 작년엔 대상포진과 독감 그리고 남소에 염증이생겨 설날에 응급실.  얻은 건 저질체력으로 하루 밤새거나 수면부족이면 터지는 코피. 사랑했던 사람의 배신으로 더이상 남자는 못 믿겠다. 나한테나 엄마한테나 해준 거 없지만 그래도 한계없이 날 아껴주는 아빠가 있어서 지금까지 버텨오는걸까. 모든 일에서 긍정적이고 밝던 나는 어디로 가버린거지. 친구한테 털어놔도 나아지지 않고 다들 나보다 더 힘들다,  근데 걔들한테 털어놔도 달라지는건 없는 것 같다. 힘들다 세상은 내가 싫어하는 것 들을 요구하고 내가 가지지 못한 것을 요구한다. 기대고 싶다 기대어서 편히 쉴 수 있는사람이 있었으면 좋겠다. 엄마 보고싶다 엄마가 일찍 죽을까봐 두렵다 나한텐 엄마가 전부였나보다."
"622","#89741번째울림
2017. 06. 07. 오후
<인간관계>
너 진짜 남이 하는 말 좀 들어라
괜히 내가하는말 의심했다가 뼈저리게 큰코다쳐서 나한테 울면서 사과하고, 내말 안 들었다가 불안불안하더니 결국 다된밥상 엎어놓았잖아.
널 못믿어서 사람들이 나에게 의지하는 걸 왜 나를 탓하니?
왜 아무런 계획도 일정도 짜놓은거 없다가 내가 물어보니 그제야 밍기적대면서 내가 도와주는 건 당연시 여기는 거야? 내가 왜 일을 이렇게 진행해야 하는지 조근조근 설명하면 그냥 싹다 무시하고 ""아 난 모르겠고 이렇게 할꺼야"" 이러는 태도가 맞다고 생각하니?

난 너보다 선배이지만 솔직히 선후배 다 떠나서 인간 간에 이래서는 안되는 거지 않나 싶다. 난 최선을 다해서 약속을 지켰고 네가 해달라는 모든 걸 다 해줬어. 그럼 적어도 내 의견에 제대로 된 이유라도 말해주는 게 도리 아니냐? 내가 하는 말은 일단 의심하고 나를 앞뒤없이 흥분하는 사람으로 몰아세우는
거 진짜 불쾌하다.실제로 제일 감정적인 사람은 넝였어.네가 술김에 한 일 기억나지?

 네 철없고 고집세고 싸가지없는 행동을 언제까지 참아줘야 해? 진짜 제대로 해라 너 성인이고 네 자리 그렇게 가벼운 거 아냐."
"623","#89721번째울림
2017. 06. 07. 오후
<사는얘기>
지금까지 내가 잘생긴줄알고있었다
존잘은 아니어도 중상정도...?
왜 내가 인기가 없을까 고민이 많았다

그러던 어느날 친구가 찍어준사진을 봐버렸다

그곳에는 너무나도 해맑은 오징어한마리가 있었다
자신이 잘생겼다고 믿고 있는 어리석은 오징어가.."
"624","#89714번째울림
2017. 06. 07. 오후
<인간관계>
그렇게 다 무시할거면 톡방좀 알아서 나가주겠니? 하는 행동 보면 우리한테 정 다 뗀 거 같던데 그러면서 톡방은 안 나가니?"
"625","#89704번째울림
2017. 06. 07. 오전
<술..>
혜화에 혼술하기 좋은집있나요? 요새 왜이렇게 혼술이 땡기죠?"
"626","#89698번째울림
2017. 06. 07. 오전
<인간관계>
대ㅡ호!(대숲 호우!라는 뜻)
대학교와서 고등학교때 처럼 깊은 친구관계를 맺기힘들 줄 알았는데 저는 행운아 인가봐요! 대학교와서 인생친구를 너무 많이 사귄거 같아 요즘 너무 행복해요!"
"627","#89696번째울림
2017. 06. 07. 오전
<질문/건의/의견>
약국에서 파는 수면유도제나 슬로우 카우 같은 제품들 이용해보신분 계신가요?? 원래 잠을 늦게 자는 편인데(3시 4시 정도) 요즘 스트레스 받는 일이 많아서 그런지 많이 잘 수도 없는 시간에 눕는데도 잠이 잘 안오네요... 잠들려하면 불안함에 깨고 잡생각이 많아집니다... 제 생활 패턴을 고치는게 가장 좋은 방법이겠지만 시험기간이기도 하고... 제품을 이용했을 때 잠은 잘 오는지, 원하는 시간에 일어날 수 있는지, 일어났을 때 멍하거나 의식을 차리기 어려운지 자세히 알고 싶네요."
"628","#89685번째울림
2017. 06. 06. 오후
<군대>
어제 동기에게 충격적인 이야기를 들었습니다.
*** ** 교수님께서 레포트를 제출하든지, *** 실험에 참가하든지 선택하게 했다는것입니다.

제가 생각하기로는, 이건 점수를 결정할 수 있다는
 우월한 지위를 이용해서, 자신의 이득을 챙기는(실험 표본확보) 짓으로, 되게 비열해보였습니다.

성대 학우분들의 생각은 어떤가요??"
"629","#89683번째울림
2017. 06. 07. 오전
<취향입니다 존중해주시죠>
사이먼 도미닉 인기폭발이길래...
이번에는 '소'특집해볼게여

소가 감전되어서 죽으면? 헿
.
.
.
.
.
.
.
.
.
.
.
.
우사인볼트..
소가 죽은 사인은 바로...볼트때문 껄껄"
"630","#89680번째울림
2017. 06. 06. 오후
<취향입니다 존중해주시죠>
사이먼

도미....닉....
==사이먼도미닉
껄껄"
"631","#89665번째울림
2017. 06. 06. 오후
<성균관대학교 대나무숲>
건강에 해롭다는 기말고사가 돌아왔습니다. 또한 오늘은 62번째 현충일입니다. 묵념. 2017년 5월 동안에는 총 1845건의 제보가 올라왔습니다. 4월의 2323건보다는 500여 건 감소했습니다. 좋아요 수는 53365건, 댓글 17481건, 공유 2246건으로 제보당으로 보면 좋아요 28.92건, 댓글 9.47건, 공유 1.22건으로 좋아요와 댓글은 줄었으나 공유가 늘어났음을 알 수 있습니다. 역시 5월은 중간시험이 끝나고 연휴가 있어서 반응이 줄어든 것을 알 수 있습니다.

제보가 업로드된 시간대는 15시 121건, 17시 120건, 22시 117건, 20시 112건, 0시 111건 순으로 오후 시간대에 집중되어 있으며, 6시 39건, 3시 36건, 5시 27건, 4시 22건으로 이 시간대는 대숲지기의 수면시간임을 알 수 있습니다. 하지만 전 시간대에 제보가 업로드되었으므로 대숲지기의 근면성은 인정해주고 싶습니다. 

제보에 달린 카테고리는 사랑이 533건으로 29.6%, 사는얘기가 500건으로 27.8%로 상위 2건의 제보는 57% 정도를 차지함을 알 수 있고, 사랑의 제보 역전 현상이 계속됨을 알 수 있습니다. 역시 사랑은 여러분들에게 중요한 것이겠지요... 외에 인간관계 10%, 진지합니다가 7.4%로 상위 4건의 카테고리는 75%정도를 점유함을 알 수 있습니다. 이외에 성균문예와 치킨의 제보는 1자리 수로 상당히 저조함을 알 수 있습니다. 적어도 여기에서는 치느님이 찬밥 취급인 것을 알 수 있습니다.

제보에 사용된 단어의 빈도는 사람, 생각, 친구, 사랑, 여자, 마음, 남자, 우리, 시간, 진짜, 하나, 대숲, 연락, 근데, 행복 순으로 매번 똑같은 패턴을 보이고 특이한 단어는 축제, 동아리, 동성애, 군대, 상처, 후보, 우울, 눈물, 스트레스 등이 상위 200개의 단어 중에서 유의미한 것으로 보여집니다.

단어 간의 연관관계는 사람, 친구, 생각을 중심으로 연애와 인간관계, 대학생활 전반에 대한 내용이 주를 이룸을 알 수 있습니다. 매월 똑같은 반응을 보이고 타대를 분석해 보아도 같은 결과가 나오는 것으로 보아 대학생들의 생활과 고민거리는 언제나 비슷함을 알 수 있습니다.

이제 기말고사의 시즌이 다가왔습니다. 모두 열심히 공부하시고 원하시는 결과 이루기를 바랍니다. 

P.S. 곧 90000번째 제보가 다가오고 있습니다. 본인의 솔로 인생도 이번달 말이면 9000일이 완성하여 기분이 묘합니다. ..."
"632","#89653번째울림
2017. 06. 06. 오후
<학교>
야 이 ---들아 팀플을 하면은 조장 질문에 대답은 해야 될 것 아니야 시간 언제 되냐고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
그리고 이 ---들아 내가 조장하고 싶어서 한 것도 아닌데 니들 시간 아무도 안된다길래 그러면 내가 하루 종일 휴일에 학교에 앉아있을테니까 시간 될 때 마다 들르라고 했더니 아무도 안와?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

니들 이름 다 뺀다 ㅅㄱ해라"
"633","#89634번째울림
2017. 06. 06. 오전
<사랑>
잠이많은건 이제 나한테 미안해하지않아도 돼... 
그보다....대체 나는 너한테 뭐였는지.. 정말 비참하다
넌 그동안 나에게 힘든일 혼자 품고있지 말고 다 이야기하라고 말해주었고.. 난 항상 너에게 털어놓고 위로를 받았는데... 너는 한번도 나한테 기댄적이 없었어... 아니 딱 한번.. 작년에 한번... 그것도 나한테 기대기 이전에.. 나한텐 말도 없이 친구들이랑 나가서는 이미 반은 풀고 온 듯했고.. 돌아와서는 나한테 힘든 티를 내지 않았어.. 그래서 그때도 난 너 혼자 마음 다 추스린 뒤에야 안아준게 다였어..
그 이후론 한번도 힘들다고 한적이없어.. 동아리든 알바든 뭐든 즐겁게 이야기했고 재밌다고 했어..
그래서 넌 힘든일이 없는 줄 알았어 항상 밝고 긍정적이어서, 에너지가 넘쳐서 힘든것도 없구나.. 참 부러웠고 시도때도없이 힘들어하는 내가 답답했어  
어느순간부터는 너에게 털어놓기전에 항상 고민하게 되었어... 항상 나만 기대는것 같아서.. 너가 귀찮지는 않을까 답답해하지 않을까...
그래도 털어놓고 나면 마음이 편해지고.. 항상 따뜻하게 이야기해줘서 좋았는데...역시 내가 문제였던 걸까.. 내가 너무 힘든얘기를 많이해서 너가 힘든얘기를 할 수가 없었던 걸까... 난 항상 너도 나에게 기대주기를 바랬는데.. 그래서 나한테도 기대어달라고.. 힘들면 말해달라고 그렇게 얘기했는데... 난 힘들때마다 너가 제일먼저 생각났는데.. 너도 그렇다고 했으면서.. 그게 다 거짓말이었던걸까.. 
난 너에게 도움이 될 수 없는걸까.. 왜 너는 나에게 기회를 주지않는걸까... 나는 너에게 뭘까...
 
오늘 딱 두번째로 나에게 기대었다..아니 기대지않았다 그냥 바쁘고 힘든일을 늘어놨을뿐이다.. 하루가 다 지나고 새벽3시가 되어서야... 오늘도 혼자 다 풀고 이제서야..
부담주기 싫어서 말하지않았다고... 그럼 난 항상 너에게 부담을 줬겠구나...
나는 위로해줄수가 없었다 눈물이나서... 나는 그 조교선생님만큼도 너에게 힘이되어 줄수 없는건지..  너무 속상하고 비참해서.. 
그동안 속은 느낌이다.. 넌 정말 나를 사랑하는걸까... 정말 사랑하면 이러면 안되는거 아닌가....ㅎ 항상 서로간 솔직함을 원하는 너면서.. 이게 나를 위한거라면 너무 이기적이지않은가.... 내 일은 너와 함께 해결하고 네 일은 너 혼자 끙끙 앓으며 해결하고.. 

너무 속상해서... 왜 나한테는 기대지않냐고.. 나는 너에게 도움이 되지 않는거냐고... 물어보고싶었지만.. 내일도 바쁠 너에게 얼른 자라고 할수밖에 없었다... 또 내 기분 풀려고 너의 시간을 잡아먹을 수가 없어서..
그냥 너무 속상하고...답답한데.. 오늘은 기댈사람이 없으니.. 털어놓을 사람이 없으니  여기 썼어..넌 대숲을 안볼테니까... 나는 대체 너에게 뭐야..ㅎ"
"634","#89627번째울림
2017. 06. 06. 오전
<사랑>
눈 앞에서 결국
또다시 CC의 결말을 보았다.

넌 괴롭다 말했다.

또다시 5년의 기다림을 시작하겠다.
아모른직다."
"635","#89623번째울림
2017. 06. 06. 오전
<학교>
중간 점수 실화냐
모든 문제 다 썼는데 왜 반타작도 안나옴? 화학의 악몽이 되살아난다.."
"636","#89597번째울림
2017. 06. 05. 오후
<사랑>
오랜만에 봤는데,
단발로 자른 넌 여전히 이쁘더라"
"637","#89576번째울림
2017. 06. 05. 오후
<사랑>
고민상담 해준건 너무 고마워

근데 내 고민을 주면서 마음까지도 줘버린 것 같아

이래서 둘이서 만나고 싶지 않았던건데

이럴까봐 둘이서 만나지 말자고 했던건데

다음번엔 널 어떤 얼굴로 봐야할지 모르겠네"
"638","#89563번째울림
2017. 06. 05. 오전
<사랑>
일주일만 딱 참아보고 그래도 안되겠으면 연락해도될까?
우리 앞에 너무많은 장애물이 있을거 아는데 일주일동안 내가 그걸 감당할수있을지 생각해보고 그러고나서도 지금처럼 이 힘든감정이 더 크면 연락해도될까 나?"
"639","#89554번째울림
2017. 06. 05. 오전
<저.. 진지합니다>
다음 각 상황들 중 잘못은 누구에게 있을까요?

Case 1.

값비싼 보석장신구를 치렁치렁 드러내고 혼자 다니다 강도 갑에게 장신구를 모두 빼앗긴 을.

Case 2.

전도율이 월등히 높은 순금을 사용한 전선을 설치한다고 자랑했다 야적해둔 전선을 갑에게 모두 도난당한 을.

Case 3.

명동거리 한 가운데 본인의 사진과 이름과 연락처가 적힌 유리상자에 현찰 1억을 넣어뒀다 갑에 의해 모두 도난당한 을.

Case 4.

갱단이 지배하는 뒷골목에 들어가서 큰소리로 통화하면서 떠들다가 갱단원 A에게 총을 맞아 죽은 B.

Case 5.

DAESH 캠프에 대놓고 들어가서 여기저기 다니며 사진을 찍다가 DAESH 멤버 1에게 총을 맞아 죽은 2.

선지 1번 - 가해자 (갑, A, 1)
선지 2번 - 피해자 (을, B, 2)
선지 3번 - 가해자와 피해자
선지 4번 - 누구에게도 없다

위 5 문항은 정해진 정답이 없는 문제들입니다."
"640","#89544번째울림
2017. 06. 05. 오전
<사랑>
언젠간 널 갖겠어 너랑 꼭 연애할꺼임 
쟁취하겠어"
"641","#89536번째울림
2017. 06. 05. 오전
<사랑>
그 사람은 제가 보기엔 너무 멋있었어요.
그렇지만 대화해보면서 느꼈어요.
뭐 인성 쓰레기까지는 아니지만, 성격이 아주 착하고 좋은 사람은 아니구나...
여자도 너무 많고, 주변 사람 뒷담도 가끔 하고,
다혈질적이고..아무튼 나랑 맞는 사람은 아니겠구나..
그래서 그 사람이 나에게 관심을 표현했을 때
사실 속으로는 끌리면서도 일부러 밀어냈어요.
지금은 남남이 되었지만 아직도 그 사람을 우연히 마주치면 미칠 것 같네요ㅎ..
저 잘한 거겠죠? 그 사람 밀어낸 거.."
"642","#89531번째울림
2017. 06. 04. 오후
<저.. 진지합니다>
방금 신에 대한 대숲글을 보고 저도 제 견해를 올려봅니다. 그 전까지 계속 생각해오다가 드라마'도깨비'를 보고 좀 더 응축이 된 생각인데요, 보통은 이신론자라고 하던데 제 생각이 그 정도는 아니라고 생각합니다.

저는 신이라고 불리기 위해서는 3가지 조건을 만족해야 한다고 봅니다. 
1. 신은 인간의 개념으로 절대선의 존재이다.
2. 신은 모든 것을 알고 있다. (전지하다)
3. 신은 모든 것을 할 수 있다. (전능하다.)
만약 1번 조건이 만족되지 못하면 전지전능하지만 악한 존재가 될 수 있고
2번 조건이 만족되지 못하면 전능하지만 우리의 기도를 듣지 못하는 존재이고
3번 조건이 만족되지 못하면 인간 세상의 일을 해결할 수 없어 지켜보기만 하는 존재이겠죠.

저는 신은 전지전능하다고 봅니다. 가끔 현대 과학으로는 도저히 설명되지 못하는 형이상학적인 일들이 일어나기도 하기 때문이죠. 우주의 태초에 대한 가장 적절한 설명이라고 보이는 빅뱅 이론도 ‘그럼 그 빅뱅을 일으킨 무언가는 어떻게 만들어졌는데?’란 질문에 제대로 답변하지 못한다고 합니다. ‘우연히’ 라고 설명하는 사람도 있는데, 그런 것보다는 형이상학적인 답변이 좀 더 어울린다고 봅니다. 그러니까 신이 인간 세상에 어느 정도 개입을 했고, 그것들이 인간의 지식으로는 아직 이해하지 못하는 일이라는 것이죠. 

다만 신은 절대선의 존재는 아니라고 봅니다. 아이티 대지진이라든가, 인도 대해일이라든가, 아프리카의 기아같이 ‘도대체 왜 저 사람들은 저렇게 고통받으며 죽어야했나’라는 의문이 드는 일들이 있기 때문이죠. 만약 신이 절대선의 존재라면 저 일이 일어났을 때 정말 악한 존재들만 죽어야했을 것입니다. 그러나 저 사건들에서는 악한 존재라고는 도저히 볼 수 없는 ‘5세 미만의 아이들’이 포함되어 있습니다. 도대체 저런 꼬마 아이들이 악해봤자 얼마나 악한 존재라고 저런 죽음을 맞이해야 하는 걸까요? 만약 신이 전지전능하고 절대선의 존재라면 적어도 저런 아이들만큼은 살려주었어야 옳다고 봅니다. 여기서 저는 신은 전지전능한 존재라고 보았기 때문에, 신은 절대선의 존재는 아니라고 생각해보았습니다.

리스본 대지진이라는 사건이 있었습니다. 리스본에서 성축일이라고 종교적 기념일날 신을 축복하기 위해 거리로 나온 사람들이 대지진으로 인해 건물에 깔려 죽고, 화재로 불타 죽는 사건이 있었습니다. 이상한 것은 그 축제에 늦게 온 귀족들은 지각한 덕분에 지진에서 살아남았다는 것이죠. 그 시대에는 귀족들이 서민들을 착취했다는 것이 일반적인 것이란 것을 생각해보면, 리스본 대지진은 선악을 구분하지 않고 사람들을 삼켰다는 것을 알 수 있죠. 만약 신이 정말 전지전능하고 절대 선의 존재라면, 자신을 축복하기 위한 사람을 왜 구원하지 않았나요.

내세에서 보상받는다는 의견이 있습니다. 그런데 내세에서 보상받는 것과 현세에서 고통받는 것은 전혀 무관한 일입니다. 만약 신이 절대선하다면 착한 인간은 내세에서도 보상받고, 현세에서도 보상받게 해야할 것입니다. 내세에서 보상받는다고 도대체 왜 현세에서는 살갗이 불타 죽고 뼈가 으깨지는 고통을 당해도 되는 것인가요.
그것이 신의 내린 시련이라고 하는 반박도 있습니다. 그런데 그 시련들이 인간이 인내할 수 있는 시련이어야 시련일 것입니다. 인간은 건물에 깔려도 살아남고, 해일에 휩쓸려도 물속에서 숨쉴 수 있는 그런 존재가 아닙니다. 그런 엄청난 재해에는 속수무책으로 당하는 것이 인간인데 그런 것들 조차 뭉뚱그려 시련이라고 말한다면 그건 신이 전지하지 않거나 절대 선이 아닌 것이겠죠.
신은 인간의 개념의 선악으로는 구분이 안된다고 하는 분들이 있는데, 그러면 우리는 그런 신을 왜 종교적으로 섬겨야 하나요? 만약 ‘신이 하라고 명령한 행동’들이 우리 인간들에게 해가 되는 일이라면 우리는 그 일을 왜 해야 하는 것인가요? 우리는 지금까지 신이 하라고 하신 일들이 우리에게 이로운 일이기 때문에 해 온 것이 확실합니다. 그런데 신이 하라고 한 일들이 사실 우리에게 좋은 일이 아니라면 왜 우리는 종교적으로 그 말씀을 하나하나 새겨가며 듣는 것입니까. 그 말이 우리에게 해가 될 수도 있는데 따른다면 그 확신은 어디서 오는 것인가요? 사실은 그 해로운 말을 하는 사람이 신이 아니라 악마일 수도 있는데도 말입니다.
결국 신은 선악에 대해서 무관심해보이는 입장을 취한다고 볼 수 밖에 없습니다. 간혹 피해자는 평생을 고통 끝에 살아가지만, 가해자는 죽을 때까지 떵떵거리다 가는 경우도 있죠. 다른 경우로는, 테러리스트와 그 테러로 인한 무고한 희생자들은 같은 고통을 느끼며 세상을 떠나는데 왜 가해자와 무고한 피해자가 같은 고통을 느끼며 죽어야 하는 것인가요? 신이 절대선이라면, 전지전능한 능력으로 왜 그런 것들을 막아주지 못하는 것인가요?

따라서 저는 신은 전지전능하지만, 인간 세상에서 일어나는 일에 대해서 방관자의 입장을 취한다고 생각합니다. 몇몇 일들에 대해서만 간혹 관여하고 대부분은 지켜보기만 하는 것이죠. 모든 일을 일일이 해결해주시는 절대 선의 존재가 아니라고 봅니다.
물론 그렇다고 해서 종교가 아무 의미 없는 일이라고는 생각하지 않습니다. 종교가 신의 말씀을 따라 그것을 수양하는 것이라고 생각한다면 말입니다. 그저 ‘신은 우리를 구원해주실거야’라는 믿음으로 종교를 믿는다면 전 그건 옳지 않다고 봅니다. 만약 신이 종교에서 그렇게 열심히 설명하는 절대선이라면, 종교를 믿지 않는다고, 자신을 믿지 않는다고 열심히 자기수양하는 사람을 벌하는 그런 속좁은 존재이진 않을 것입니다. 만약 그런 속좁은 존재라면, 우리는 신의 말씀이 옳기 때문에 그를 섬기는 것이 아니라 그의 힘이 무섭기 때문에 벌벌 떠는 것에 불과하죠.

이런 생각 중에 드라마 ‘도깨비’에서 이것과 비슷한 말이 나온 적이 있더라고요. 삼신과 신의 대화인데
“애초에 죄를 만들지 말고 완전무결한 세계를 만들지 그랬어 그럼?”
“그럼 신을 안 찾으니까”
조금 다른 상황이긴 하지만, 여기서도 신은 전지전능하지만 방관자의 입장을 취하며, 오히려 때로는 절대선이라기에는 주인공들을 갖고 노는 듯한 모습을 보여줍니다. 이 대사 때문에 그 전까지 가지고 있던 생각들이 응축이 되더라고요.
물론 이 대사들은 그저 한 작가의 생각일 뿐이며 이 말은 개인의 생각일 뿐이죠. 제 말도 그렇고요. 단지 이 대사들에서 많은 것들이 하나로 응축되는 느낌을 받았습니다.

어차피 신이란 존재는 인간에게는 너무 큰 존재라 인간이 함부로 결정지을 수 있는 존재는 분명 아닐텝니다. 그렇기 때문에 이 이야기가 나오고 저 이야기가 나오는 것이죠. 하지만 보통 신이 거론되는 곳은 종교이며, 이 종교에서는 신은 전지전능하고 절대선하다고 나오는데 주위에서 벌어지는 일들을 보면 그 가설에 엄청난 의문을 가질 수 밖에 없습니다. 그래서 저 3가지 조건 중 하나는 분명 틀린 것일테죠. 다만 신은 매우 큰 존재이기 때문에 전지전능하다고 보는 것이 옳다고 생각하여 ‘그렇다면 신이 절대선의 존재가 아닌것인가?’하는 생각이 들어 적어보았습니다. 종교계에 있는 분들에게 여쭤봤지만 돌아오는 답변은 ‘신의 뜻은 우리가 알 수가 없다’는 것이었습니다. 그 알 수 없는 뜻을 우리가 왜 맹목적으로 믿어야 하는지에 대해서는 해답이 아직 없는 것 같습니다.
여러분 생각은 어떠신가요?"
"643","#89513번째울림
2017. 06. 04. 오후
<사랑>
우리사이는 네가 생각하는것처럼 로맨틱한 사이가 아니야. 나랑너랑 썸타는 사이 아니야. 나는 너를 한번도 이성으로 본 적이 없고 앞으로도 그럴거야. 좋아하는 사람이 있다는게 네 이야기는 아니였어. 착각하게 했던 많은 행동들에대해서는 미안하다는 말밖에는 못하겠어. 근데 아닌걸 어떡해?
여튼 친구면 친구처럼만 지내자. 그렇게 계속 눈치주지말고 ㅋㅋㅋㅋ부담된다"
"644","#89500번째울림
2017. 06. 04. 오전
<#야나무숲>
남자친구랑 하고 난 뒤에 씻고 나서 남자친구가 바로 페북을 하거나 웹툰을 봐요. 심지어 페북으로 다른 여자 사진을 찾아보면서 예쁘네 사진이 잘 나왔네 그래요."
"645","#89494번째울림
2017. 06. 04. 오전
<사랑>
너와 나는 전날 밤, 그리고 오늘 아침 펑펑 울었다.
그리고 우리의 연애는 끝이났다...
참으로 
미안했다. 
고마웠다.  
행복했다.
사랑했다.
그리고 진심이었다."
"646","#89468번째울림
2017. 06. 04. 오전
<사랑>
현충일 싫어!!! 주말싫어!!! 휴일은 왜있는거야!!!!!
화요일날 너볼생각에 잔뜩 들떠있었는데 달력을 보니 빨간날이네...ㅠㅠㅠㅠㅠ
목요일까지 언제기다리지ㅠㅠ
보고싶다 보고싶어
지나가다 마주쳤음 좋겠다 꼭 인사해줄께!"
